...1,2023,2024,Liter,Prosent
"Brennevin, annet",2637.43,2297.97,-339.46000000000004,-0.12870862923376167
Druebrennevin,2210.75,2101.05,-109.69999999999982,-0.04962116928644117
Gin,1662.15,1581.05,-81.10000000000014,-0.04879222693499391
Akevitt,1458.1,1422.65,-35.44999999999982,-0.02431246142239889
"Brennevin, nøytralt < 37,5 %",1039.5,1059.775,20.27500000000009,0.01950456950456959
Bitter,385.73,444.68,58.94999999999999,0.15282710704378707
Rom,418.95,362.95,-56,-0.1336675020885547
Fruktbrennevin,108.5,111.7,3.200000000000003,0.029493087557603714
Genever,37.8,49.7,11.900000000000006,0.314814814814815
Øl,5189.352,5062.169,-127.18299999999999,-0.024508455005557532
Alkoholfritt,2018.0900000000004,2531.1850000000004,513.095,0.25424782839219257
Sterkvin,634.55,826.6,192.05000000000007,0.30265542510440485
Flekkefjord,140559.202,138930.686,-1628.5160000000033,-0.011585979265875481
Svakvin,113221.802,110866.987,-2354.8150000000023,-0.020798246966604563
Rødvin,57014.022,53752.273,-3261.748999999996,-0.05720959310676234
Hvitvin,35281.666,36469.662,1187.9959999999992,0.03367176595345581
Musserende vin,10742.5,10554.575,-187.92499999999927,-0.017493600186176333
Rosévin,7253.944,6783.832,-470.1120000000001,-0.0648077790509549
Aromatisert vin,1230.935,1415.795,184.86000000000013,0.1501785228302064
Perlende vin,1214.25,1255.25,41,0.0337656989911468
Sider,475.86,621.35,145.49,0.3057411843819611
Fruktvin,8.625,14.25,5.625,0.6521739130434783
Brennevin,21471.55,21630.69,159.13999999999942,0.007411667997885547
Vodka,5547.7,5505.2,-42.5,-0.007660832417037692
Likør,5007.95,5271.99,264.03999999999996,0.05272416857197056
Whisky,2896.05,3039.29,143.23999999999978,0.049460472022237106
"Brennevin, annet",1867.87,1962.69,94.82000000000016,0.05076370411217064
Druebrennevin,1757.7,1681.75,-75.95000000000005,-0.0432098765432099
Gin,1416.6,1416.34,-0.2599999999999909,-1.835380488493512e-4
Akevitt,989.1,945.49,-43.610000000000014,-0.04409058740268933
"Brennevin, nøytralt < 37,5 %",979.2,825.7,-153.5,-0.15676062091503268
Rom,443.1,460.65,17.549999999999955,0.039607312119160354
Bitter,452.88,409.59,-43.29000000000002,-0.0955882352941177
Fruktbrennevin,91.7,91,-0.7000000000000028,-0.007633587786259573
Genever,21.7,21,-0.6999999999999993,-0.032258064516129004
Øl,3816.675,3977.0440000000003,160.36900000000014,0.042017986860290735
Alkoholfritt,1420.725,1904.9650000000001,484.24000000000024,0.3408400640518047
Sterkvin,628.45,551,-77.45000000000005,-0.12323971676346573
Froland,187354.221,199482.69800000003,12128.477000000043,0.06473554177356934
Svakvin,151192.426,161128.61800000002,9936.19200000001,0.06571884758301325
Rødvin,77043.288,82331.846,5288.5580000000045,0.06864398103050852
Hvitvin,49126.286,52235.023,3108.737000000001,0.06328052155214829
Musserende vin,11766.325,12600.6,834.2749999999996,0.07090361688972552
Rosévin,9489.222,10416.842,927.6200000000008,0.09775511627823659
Perlende vin,1575.85,1566.45,-9.399999999999864,-0.005965034743154402
Aromatisert vin,1581.64,1414.757,-166.88300000000004,-0.10551263245744925
Sider,600.44,546.975,-53.46500000000003,-0.08904303510758782
Fruktvin,9.375,16.125,6.75,0.72
Brennevin,28530.205,29828.32,1298.114999999998,0.04549967306579108
Likør,7725.21,8159.1,433.8900000000003,0.0561654634631292
Vodka,7347.4,7736.65,389.25,0.05297792416364973
Akevitt,3177,3221.45,44.44999999999982,0.013991186654076115
"Brennevin, annet",2494.705,2625.025,130.32000000000016,0.052238641442575444
Whisky,2056.32,2318.24,261.9199999999996,0.12737317149081837
Gin,1990.65,2042.7,52.049999999999955,0.026147238339235903
Druebrennevin,1847.95,1914,66.04999999999995,0.03574230904515812
Bitter,643.22,696.43,53.20999999999992,0.08272441777307907
"Brennevin, nøytralt < 37,5 %",672.1,526.775,-145.32500000000005,-0.2162252640976046
Rom,412.75,470.2,57.44999999999999,0.13918837068443365
Fruktbrennevin,76.1,68.05,-8.049999999999997,-0.1057818659658344
Genever,86.8,49.7,-37.099999999999994,-0.42741935483870963
Øl,5065.3,5823.915,758.6149999999998,0.14976704242591746
Alkoholfritt,1557.19,1785.845,228.65499999999997,0.1468382149898214
Sterkvin,1009.1,916,-93.10000000000002,-0.09226043008621546
Grimstad,336478.809,327752.684,-8726.125,-0.025933653967492497
Svakvin,282463.691,273544.292,-8919.398999999976,-0.03157715233566064
Rødvin,136457.522,127665.901,-8791.621,-0.06442752932300792
Hvitvin,95115.968,95769.617,653.6490000000049,0.0068721268756893154
Musserende vin,25527.225,25384.25,-142.97499999999854,-0.005600882978858789
Rosévin,19073.469,18429.275,-644.1939999999995,-0.033774349070952926
Perlende vin,3170.8,3261.1,90.29999999999973,0.028478617383625497
Aromatisert vin,2273.007,2044.409,-228.59799999999996,-0.100570741753105
Sider,805.2,925.99,120.78999999999996,0.15001241927471431
Fruktvin,40.5,63.75,23.25,0.5740740740740741
Brennevin,39009.4,38180.399999999994,-829.0000000000073,-0.021251288151061212
Vodka,9555.1,9104.75,-450.35000000000036,-0.0471318981486327
Likør,8129.02,8292.99,163.96999999999935,0.02017094311491414
Whisky,4108.05,4506.5,398.4499999999998,0.09699249035430431
"Brennevin, annet",3839.9,4123.52,283.62000000000035,0.07386129847131445
Akevitt,4178.88,3806.9,-371.98,-0.08901428133854047
Gin,3141.44,2803.98,-337.46000000000004,-0.10742207395334624
Druebrennevin,2799.45,2505.55,-293.89999999999964,-0.10498490774973643
"Brennevin, nøytralt < 37,5 %",1189,1045.7,-143.29999999999995,-0.12052144659377624
Rom,900.85,836.45,-64.39999999999998,-0.07148803907420767
Bitter,802.06,803.06,1,0.001246789516993741
Fruktbrennevin,264.15,243.9,-20.24999999999997,-0.0766609880749573
Genever,101.5,107.1,5.599999999999994,0.05517241379310339
Øl,9478.473,10183.797,705.3240000000005,0.07441325200799755
Alkoholfritt,3798.295,4153.045,354.75,0.09339716899292973
Sterkvin,1728.95,1691.15,-37.799999999999955,-0.021862980421643165
Hovden,57891.05300000001,56292.299999999996,-1598.7530000000115,-0.027616581788553946
Svakvin,48544.668000000005,46831.47,-1713.198000000004,-0.03529116730183434
Rødvin,26232.668,24834.5,-1398.1680000000015,-0.05329873423473363
Hvitvin,13550.825,13800.625,249.79999999999927,0.018434301970544173
Musserende vin,5326.125,5131.875,-194.25,-0.036471168063085264
Rosévin,2709,2204.25,-504.75,-0.18632336655592469
Sider,231,349.125,118.125,0.5113636363636364
Aromatisert vin,242.3,257.97,15.670000000000016,0.06467189434585231
Perlende vin,237.75,228.75,-9,-0.03785488958990536
Fruktvin,15,24.375,9.375,0.625
Brennevin,6651.54,6620.439999999999,-31.100000000001273,-0.0046756089567229955
Likør,1798.3,1865.95,67.65000000000009,0.037618862258800026
Vodka,1681,1641.1,-39.90000000000009,-0.023735871505056568
"Brennevin, annet",610.44,615.56,5.119999999999891,0.00838739270034711
Gin,587.2,614.3,27.09999999999991,0.04615122615803799
Whisky,614.3,591.6,-22.699999999999932,-0.0369526290086276
Akevitt,496.45,420.55,-75.89999999999998,-0.15288548695739748
Druebrennevin,434.65,402.9,-31.75,-0.07304727942022317
Bitter,168.9,181.38,12.47999999999999,0.07388987566607454
"Brennevin, nøytralt < 37,5 %",172.3,141.6,-30.700000000000017,-0.17817759721416143
Rom,73.3,129.4,56.10000000000001,0.7653478854024558
Fruktbrennevin,14.7,16.1,1.4000000000000021,0.09523809523809539
Øl,1381.1,1559.165,178.06500000000005,0.12892983853450155
Alkoholfritt,1147.12,1097.6,-49.51999999999998,-0.04316897970569773
Sterkvin,166.625,183.625,17,0.10202550637659415
"Kristiansand, Lillemarkens",684101.6190000001,631003.084,-53098.53500000003,-0.07761790576905508
Svakvin,564705.212,519614.78299999994,-45090.42900000012,-0.07984772947340907
Rødvin,253443.641,228923.339,-24520.301999999996,-0.09674853905685483
Hvitvin,203871.535,192468.226,-11403.309000000008,-0.05593379674116844
Musserende vin,57844.35,50925.9,-6918.449999999997,-0.11960459405283312
Rosévin,34783.06,34777.227,-5.832999999998719,-1.6769657413691377e-4
Perlende vin,5800,5347.075,-452.9250000000002,-0.07809051724137935
Aromatisert vin,5749.701,4320.896,-1428.8050000000003,-0.24850074812585912
Sider,3014.625,2720.72,-293.9050000000002,-0.09749305469171131
Fruktvin,198.3,131.4,-66.9,-0.3373676248108926
Brennevin,81645.155,73947.50499999999,-7697.650000000009,-0.09428177336426159
Vodka,24496.75,21665.25,-2831.5,-0.11558676150917979
Likør,16522.13,15230.28,-1291.8500000000004,-0.07818907126381407
Whisky,8694.72,8095.15,-599.5699999999997,-0.06895794229141361
"Brennevin, annet",8622.525,7342.625,-1279.8999999999996,-0.14843679780574712
Gin,5876.92,5114.55,-762.3699999999999,-0.12972271189670778
Akevitt,4451.05,4879.4,428.34999999999945,0.09623571966165274
Druebrennevin,4438.05,4082.55,-355.5,-0.08010274782843817
"Brennevin, nøytralt < 37,5 %",4346.9,3883.2,-463.6999999999998,-0.10667372150268004
Bitter,1787.91,1489.1,-298.8100000000002,-0.1671280992891142
Rom,1479.8,1327.7,-152.0999999999999,-0.10278416002162448
Fruktbrennevin,779.3,710.5,-68.79999999999995,-0.08828435775696132
Genever,149.1,127.2,-21.89999999999999,-0.14688128772635808
Øl,27755.157,26382.631,-1372.525999999998,-0.049451206491103544
Alkoholfritt,6969.544999999999,8150.740000000001,1181.1950000000015,0.169479499737788
Sterkvin,3026.55,2907.425,-119.125,-0.0393599973567263
"Kristiansand, Sørlandssenteret",666695.8840000001,656887.993,-9807.891000000061,-0.014711191767309697
Svakvin,566146.702,555766.839,-10379.863000000012,-0.018334228501785056
Rødvin,272486.499,261780.265,-10706.233999999997,-0.039290878774878295
Hvitvin,190392.005,191574.514,1182.508999999991,0.0062109173124154605
Musserende vin,52774,52639.35,-134.65000000000146,-0.0025514457876985156
Rosévin,36741.895,37242.728,500.833000000006,0.01363111510715509
Perlende vin,6154.75,5721.2,-433.5500000000002,-0.07044152890044278
Aromatisert vin,5832.183,5057.412,-774.7709999999997,-0.13284408256736796
Sider,1708.545,1683.67,-24.875,-0.014559171692873175
Fruktvin,56.825,67.7,10.875,0.1913770347558293
Brennevin,75145.635,73537.78,-1607.854999999996,-0.02139651890625445
Vodka,18277.6,18224,-53.599999999998545,-0.0029325513196480145
Likør,17017.51,16979.62,-37.88999999999942,-0.0022265302033023294
Whisky,8663.95,8713.15,49.19999999999891,0.005678703131943155
"Brennevin, annet",8020.695,7712.525,-308.1700000000001,-0.03842185745748967
Gin,5842.62,5705.26,-137.35999999999967,-0.02351000065039309
Akevitt,5213.58,5081.26,-132.3199999999997,-0.02537987333080143
Druebrennevin,4343.45,4097.1,-246.34999999999945,-0.056717586250561065
"Brennevin, nøytralt < 37,5 %",3477.5,2993.675,-483.8249999999998,-0.13913012221423432
Rom,1951.15,1668.65,-282.5,-0.14478640801578554
Bitter,1661.98,1640.09,-21.8900000000001,-0.013171036955920108
Fruktbrennevin,618.2,637.75,19.549999999999955,0.03162406988029756
Genever,57.4,84.7,27.300000000000004,0.47560975609756106
Øl,14488.347,15707.814,1219.4670000000006,0.0841688151174182
Alkoholfritt,7608.049999999999,8672.86,1064.8100000000013,0.13995833360716628
Sterkvin,3307.15,3202.7,-104.45000000000027,-0.03158308513372549
"Kristiansand, Vågsbygd",352670.75299999997,348980.742,-3690.0109999999404,-0.010463047952263682
Svakvin,302452.428,298061.881,-4390.5470000000205,-0.014516487862349117
Rødvin,150033.234,145434.079,-4599.154999999999,-0.030654241579568958
Hvitvin,100614.469,101611.023,996.5540000000037,0.009904678819107058
Musserende vin,25148.275,24394.025,-754.25,-0.02999211675552299
Rosévin,20814.926,20512.987,-301.9389999999985,-0.014505888706978757
Perlende vin,2963.75,3100.2,136.44999999999982,0.0460396457191058
Aromatisert vin,1930.579,1716.377,-214.202,-0.11095220656600947
Sider,926.92,1260.59,333.66999999999996,0.35997712855478353
Fruktvin,20.275,32.6,12.325000000000003,0.6078914919852036
Brennevin,36445.814999999995,35397.21,-1048.604999999996,-0.028771616164983443
Vodka,9532.15,9420.7,-111.44999999999891,-0.011692010721610436
Likør,7427.48,7670.1,242.6200000000008,0.03266518388470933
Whisky,4523.7,4524.95,1.25,2.7632247938634303e-4
"Brennevin, annet",3097.495,2957.08,-140.41499999999996,-0.04533179230313526
Akevitt,2943,2634.28,-308.7199999999998,-0.1048997621474685
Gin,2788.74,2596.21,-192.52999999999975,-0.06903834706713417
Druebrennevin,2757,2500.8,-256.1999999999998,-0.09292709466811745
"Brennevin, nøytralt < 37,5 %",1585.5,1442.7,-142.79999999999995,-0.09006622516556288
Bitter,657.78,686.54,28.75999999999999,0.04372282526072546
Rom,803.8,684.6,-119.19999999999993,-0.14829559591938285
Fruktbrennevin,280.87,252.65,-28.22,-0.10047352867874818
Genever,48.3,26.6,-21.699999999999996,-0.4492753623188405
Øl,8645.615,9193.211,547.5959999999995,0.06333800429466262
Alkoholfritt,3637.47,4644.54,1007.0700000000002,0.2768600153403328
Sterkvin,1489.425,1683.9,194.47500000000014,0.13057052218137882
Kvinesdal,57374.978,58124.628,749.6499999999942,0.013065800216951615
Svakvin,42148.748,42608.304,459.55599999999686,0.010903194562267826
Rødvin,21773.375,21881.625,108.25,0.004971668379385373
Hvitvin,14087.625,14319.608,231.98300000000017,0.01646714758520334
Musserende vin,3170.825,3283.95,113.125,0.03567683489312719
Rosévin,1378.043,1414.051,36.00800000000004,0.02612980872149856
Aromatisert vin,972.88,930.75,-42.129999999999995,-0.04330441575528328
Perlende vin,657,666,9,0.0136986301369863
Sider,108.25,112.32,4.069999999999993,0.0375981524249422
Fruktvin,0.75,NA,-0.75,-1
Brennevin,12703.66,12559.329999999998,-144.33000000000175,-0.01136129272981186
Vodka,3951.74,4120.2,168.46000000000004,0.04262932277933266
Likør,2909.43,2703.47,-205.96000000000004,-0.07079049848252064
Whisky,1230.5,1224.75,-5.75,-0.004672897196261682
Druebrennevin,1211.9,1134.75,-77.15000000000009,-0.0636603680171632
"Brennevin, annet",1055.28,958.46,-96.81999999999994,-0.09174816162535056
"Brennevin, nøytralt < 37,5 %",735.3,838,102.70000000000005,0.139670882632939
Gin,698.2,676.62,-21.58000000000004,-0.03090804926955033
Akevitt,395.85,407.55,11.699999999999989,0.02955665024630539
Bitter,283.46,255.13,-28.329999999999984,-0.09994355464615814
Rom,182.3,205.4,23.099999999999994,0.12671420735052108
Fruktbrennevin,48.3,35,-13.299999999999997,-0.27536231884057966
Genever,1.4,NA,-1.4,-1
Øl,1829.845,2257.109,427.2639999999999,0.23349737272829113
Alkoholfritt,355.45000000000005,409.885,54.434999999999945,0.15314390209593456
Sterkvin,337.275,290,-47.27499999999998,-0.14016751908679856
Lillesand,249573.84900000002,233821.83800000002,-15752.010999999999,-0.0631156311573333
Svakvin,211009.53,196876.00500000003,-14133.524999999965,-0.06698050557242588
Rødvin,99506.992,89453.272,-10053.720000000001,-0.10103531217183212
Hvitvin,74277.58,71321.16,-2956.4199999999983,-0.039802319892489745
Musserende vin,19156,18598.475,-557.5250000000015,-0.029104458133222044
Rosévin,14403.954,14117.674,-286.27999999999884,-0.019875098184845553
Perlende vin,1695.7,1615.55,-80.15000000000009,-0.04726661555699716
Aromatisert vin,1410.734,1161.834,-248.89999999999986,-0.17643297744294806
Sider,545.07,593.04,47.969999999999914,0.08800704496670136
Fruktvin,13.5,15,1.5,0.1111111111111111
Brennevin,27012.535,25666.504999999997,-1346.0300000000025,-0.04982982900346089
Vodka,7287.6,6829.2,-458.40000000000055,-0.06290136670508817
Likør,5143.13,5048.95,-94.18000000000029,-0.018311806234724826
Whisky,2955.05,3076.8,121.75,0.04120065650327406
Akevitt,2971.65,2688.8,-282.8499999999999,-0.09518281089630337
"Brennevin, annet",2457.575,2391.465,-66.10999999999967,-0.026900501510635354
Gin,2166.67,2008.4,-158.26999999999998,-0.0730475799268001
Druebrennevin,1795.25,1632.1,-163.1500000000001,-0.09087870770087736
Bitter,706.76,691.89,-14.870000000000005,-0.021039674005320058
"Brennevin, nøytralt < 37,5 %",760.1,534.7,-225.39999999999998,-0.29653992895671616
Rom,506.55,524.1,17.55000000000001,0.034646135623334344
Fruktbrennevin,192.2,179.9,-12.299999999999983,-0.06399583766909461
Genever,70,60.2,-9.799999999999997,-0.13999999999999996
Øl,7329.904,7162.718,-167.1860000000006,-0.02280875711332653
Alkoholfritt,2886.63,3009.41,122.77999999999975,0.04253402756847942
Sterkvin,1335.25,1107.2,-228.04999999999995,-0.17079198651937835
Lyngdal,178783.299,180435.219,1651.9200000000128,0.00923978922662129
Svakvin,140110.939,140713.439,602.5,0.004300163886561348
Rødvin,69989.471,68746.469,-1243.0020000000077,-0.017759842762635078
Hvitvin,45057.303,46456.408,1399.1050000000032,0.031051681011622093
Musserende vin,11212.875,10995.725,-217.14999999999964,-0.01936613045271615
Rosévin,8644.874,9503.27,858.3960000000006,0.09929537434553709
Aromatisert vin,2575.626,2314.627,-260.99900000000025,-0.10133419991877712
Perlende vin,1857.9,1812.75,-45.15000000000009,-0.024301630873566977
Sider,763.14,862.44,99.30000000000007,0.13012029247582366
Fruktvin,9.75,21.75,12,1.2307692307692308
Brennevin,31216.139999999996,31251.35,35.210000000002765,0.0011279421478761554
Vodka,8305.6,8435.05,129.4499999999989,0.01558586977460977
Likør,7831.7,7947.22,115.52000000000044,0.014750309639031173
Whisky,3443.55,3464.6,21.049999999999727,0.006112877698886244
"Brennevin, annet",3381.08,3403.86,22.7800000000002,0.006737492162267737
Druebrennevin,2539.75,2472.4,-67.34999999999991,-0.02651835810611277
Gin,1912.97,1821.81,-91.16000000000008,-0.04765364851513619
Akevitt,1472.05,1450.4,-21.649999999999864,-0.014707380863421667
"Brennevin, nøytralt < 37,5 %",997.7,981.3,-16.40000000000009,-0.016437806955998887
Bitter,745.9,656.56,-89.34000000000003,-0.11977476873575552
Rom,433.5,469.15,35.64999999999998,0.08223760092272198
Fruktbrennevin,125.74,109.1,-16.64,-0.13233656752027995
Genever,26.6,39.9,13.299999999999997,0.4999999999999999
Øl,5069.21,5833.84,764.6300000000001,0.1508380990331827
Alkoholfritt,1719.6850000000002,1898.0899999999997,178.40499999999952,0.1037428366241489
Sterkvin,667.325,738.5,71.17499999999995,0.10665717603866175
Mandal,317893.58699999994,297698.774,-20194.812999999966,-0.06352695941613937
Svakvin,262454.06,244371.96500000003,-18082.094999999972,-0.06889622892478772
Rødvin,129944.733,118200.26,-11744.472999999998,-0.09038052354149667
Hvitvin,86759.119,82743.372,-4015.747000000003,-0.046286166183868264
Musserende vin,23527.55,22687.8,-839.75,-0.03569219914525737
Rosévin,16054.013,15019.838,-1034.175000000001,-0.06441847281424283
Aromatisert vin,2475.38,2539.895,64.51499999999987,0.026062665126162395
Perlende vin,2816.85,2115.8,-701.0499999999997,-0.2488772920105791
Sider,857.665,1041,183.33500000000004,0.2137606174905121
Fruktvin,18.75,24,5.25,0.28
Brennevin,44858.155,41605.42,-3252.7350000000006,-0.07251156450817027
Vodka,12438.4,11610.4,-828,-0.06656804733727811
Likør,8903.07,8334.72,-568.3500000000004,-0.06383753020025681
Whisky,4718.75,4328.5,-390.25,-0.08270198675496689
"Brennevin, annet",4085.99,3694.53,-391.4599999999996,-0.09580542292076084
Akevitt,3316.35,3342.55,26.200000000000273,0.00790025178283362
Druebrennevin,3667.55,3073.2,-594.3500000000004,-0.16205641368215848
Gin,3311.25,2907.77,-403.48,-0.12185126462816158
"Brennevin, nøytralt < 37,5 %",1918.475,2034.1,115.625,0.06026922425363896
Rom,1089.45,1038.45,-51,-0.046812611868373946
Bitter,1078.02,940.3,-137.72000000000003,-0.12775273186026237
Fruktbrennevin,269.25,263.8,-5.449999999999989,-0.02024141132776226
Genever,61.6,37.1,-24.5,-0.3977272727272727
Øl,6185.997,7035.474,849.4769999999999,0.13732256902161444
Alkoholfritt,3026.175,3302.64,276.4649999999997,0.09135790230241135
Sterkvin,1369.2,1383.275,14.075000000000045,0.010279725387087383
Risør,150590.547,141013.447,-9577.100000000006,-0.06359695339973767
Svakvin,131145.332,122304.257,-8841.074999999997,-0.06741433236830723
Rødvin,61216.978,55577.043,-5639.935000000005,-0.09213024203840975
Hvitvin,47627.859,45510.417,-2117.4419999999955,-0.04445805552586346
Musserende vin,10304.4,9751.875,-552.5249999999996,-0.05362029812507275
Rosévin,10111.46,9668.392,-443.0679999999993,-0.04381840011234771
Perlende vin,945.85,895.25,-50.60000000000002,-0.05349685468097481
Aromatisert vin,628.97,516.81,-112.16000000000008,-0.17832329045900452
Sider,306.815,379.02,72.20499999999998,0.23533725534931468
Fruktvin,3,5.45,2.45,0.8166666666666668
Brennevin,14342.209999999997,13129.29,-1212.9199999999964,-0.08456995121393403
Vodka,3564.5,3212.6,-351.9000000000001,-0.09872352363585359
Likør,2736.45,2533.44,-203.00999999999976,-0.07418735953516409
Akevitt,1789.76,1759.95,-29.809999999999945,-0.016655864473448925
Whisky,1937.4,1734.25,-203.1500000000001,-0.10485702487870346
"Brennevin, annet",1129.06,1165.23,36.17000000000007,0.032035498556321255
Gin,1163.9,1100.35,-63.55000000000018,-0.054600910731162626
Druebrennevin,1144.3,838.65,-305.65,-0.2671065280083894
Rom,388.3,400.9,12.599999999999966,0.0324491372650012
Bitter,247.44,213.82,-33.620000000000005,-0.1358713223407695
